text,label,label_id,split
"Dziś bardzo aż mnie trzęsie, gdy ktoś zrzuca na mnie winę, dlatego to jest po prostu nie do przyjęcia. Nie mogę przestać o tym myśleć.",anger,0,train
"Teraz w tej sytuacji bardzo jest mi smutno po nieudanym egzaminie, a przez to jest mi ciężko ruszyć dalej.",sadness,4,val
W tej chwili w tej sytuacji mam świetny nastrój po miłym telefonie i aż chce się żyć. To mocno wpływa na mój nastrój.,joy,3,train
Od rana jestem wściekła kiedy ktoś narusza moje granice. To przekracza wszelkie granice. To mocno wpływa na mój nastrój.,anger,0,train
"Szczerze mówiąc ja szczerze mam ciężkie serce gdy czuję się samotnie, kiedy chciałbym tylko odpocząć.",sadness,4,train
Od rana szczerze jestem zachwycona po rozmowie z przyjacielem i aż chce się żyć. To siedzi we mnie od kilku godzin.,joy,3,val
"Na uczelni mam silny niesmak gdy widzę robaki w piwnicy, a przez to sam zapach mnie odrzuca. Nie mogę przestać o tym myśleć.",disgust,1,val
W tej chwili w tej sytuacji bardzo jestem przygnębiona gdy pada deszcz i siedzę sam; jest mi ciężko ruszyć dalej.,sadness,4,train
"Szczerze mówiąc strasznie jestem przerażony gdy słyszę dziwne dźwięki w nocy. Czuję, że coś złego może się stać. Wciąż do tego wracam myślami.",fear,2,train
"Na uczelni jestem przygnębiony po złej wiadomości, a przez to trudno mi się skupić. Trudno mi to zignorować.",sadness,4,train
W domu naprawdę mam silny niesmak po zobaczeniu brudu w kuchni. Chcę natychmiast wyjść. Wciąż do tego wracam myślami.,disgust,1,train
"Dziś ostatnio bardzo ale niespodzianka po tym, co dziś usłyszałam; tego się nie spodziewałem. Nie mogę przestać o tym myśleć.",surprise,5,train
Dziś mam odruch cofania gdy widzę robaki w piwnicy. Nie mogę na to patrzeć.,disgust,1,train
Wieczorem w tej sytuacji bardzo aż mnie trzęsie przez tę absurdalną decyzję; nie mogę tego spokojnie słuchać. To było dziś dla mnie bardzo wyraźne.,anger,0,val
"Na uczelni po tym wszystkim niesamowicie jestem wściekła gdy system znowu nie działa, ponieważ nie mogę tego spokojnie słuchać.",anger,0,train
Od rana w tej sytuacji jestem przygnębiona kiedy wszystko się sypie i nie widzę dziś nic dobrego. Zostało to ze mną na długo.,sadness,4,train
W domu trochę czuję strach gdy słyszę dziwne dźwięki w nocy. Mam napięte mięśnie. Nie mogę przestać o tym myśleć.,fear,2,train
W domu dziś jest mi smutno kiedy wszystko się sypie i nie widzę dziś nic dobrego.,sadness,4,val
"Wieczorem ja autentycznie nie mogę uwierzyć po nagłym telefonie, gdy to całkowicie zmienia sytuację. Nosi mnie po tej sytuacji.",surprise,5,test
"W domu szczerze czuję smutek, po kłótni z bliską osobą, dlatego nie widzę dziś nic dobrego.",sadness,4,train
"Szczerze mówiąc czuję smutek gdy nikt nie odpisuje, a przez to chciałbym tylko odpocząć. To mocno wpływa na mój nastrój.",sadness,4,train
Teraz po tym wszystkim jestem zirytowana po kolejnym spóźnieniu prowadzącego; mam ochotę powiedzieć kilka mocnych słów. To było dziś dla mnie bardzo wyraźne.,anger,0,train
"Dziś ale niespodzianka gdy zobaczyłam prezent, a przez to to wywróciło mój plan dnia. To siedzi we mnie od kilku godzin.",surprise,5,train
"Dziś ostatnio kompletnie jestem zaskoczony po tej propozycji, ponieważ to wywróciło mój plan dnia. To było dziś dla mnie bardzo wyraźne.",surprise,5,train
Od rana strasznie jestem zdumiona kiedy drzwi nagle się otworzyły. Muszę to przemyśleć.,surprise,5,train
"W domu wyjątkowo jest mi bardzo ciężko, po stracie ważnej okazji, dlatego chciałbym tylko odpocząć. To mocno wpływa na mój nastrój.",sadness,4,test
Teraz ja to mnie obrzydza na myśl o tym zachowaniu i mam ciarki na plecach.,disgust,1,train
Na uczelni strasznie jestem zaskoczony po wynikach egzaminu. Tego się nie spodziewałem. Wciąż do tego wracam myślami.,surprise,5,test
"Wieczorem jestem zły gdy ktoś zrzuca na mnie winę, a przez to to jest po prostu nie do przyjęcia. To mocno wpływa na mój nastrój.",anger,0,train
"Wieczorem trochę jestem przerażony, na myśl o tej sytuacji, dlatego nie mogę się rozluźnić. Wciąż do tego wracam myślami.",fear,2,val
"Od rana w tej sytuacji kompletnie jestem zaskoczony po nagłym telefonie, ponieważ mam szeroko otwarte oczy. Ta sytuacja nadal we mnie pracuje.",surprise,5,train
Szczerze mówiąc bardzo jestem zniesmaczona po przeczytaniu tych obrzydliwych komentarzy. Nie mogę na to patrzeć. Zostało to ze mną na długo.,disgust,1,train
Szczerze mówiąc jestem przygnębiony po nieudanym egzaminie. Jest mi ciężko ruszyć dalej.,sadness,4,test
Od rana ostatnio jest mi smutno po trudnym dniu na uczelni; nie widzę dziś nic dobrego. To było dziś dla mnie bardzo wyraźne.,sadness,4,val
"Na uczelni coraz bardziej jestem spięta, na myśl o tej sytuacji, dlatego mam napięte mięśnie. Zostało to ze mną na długo.",fear,2,val
W tej chwili szczerze gotuję się w środku gdy system znowu nie działa i tracę cierpliwość. Zostało to ze mną na długo.,anger,0,train
"W domu jestem przygnębiony po odrzuceniu mojego projektu, a przez to nie mam na nic siły.",sadness,4,train
Dziś naprawdę jest mi smutno gdy nikt nie odpisuje. Ten dzień mnie przytłacza. Wciąż do tego wracam myślami.,sadness,4,train
"Teraz wyraźnie jestem przerażony, przed odrzuceniem, dlatego ciągle myślę o najgorszym. To siedzi we mnie od kilku godzin.",fear,2,val
"W domu mam ciężkie serce po trudnym dniu na uczelni, a przez to nie mam na nic siły. Nie mogę przestać o tym myśleć.",sadness,4,val
"W domu dziś bardzo jestem zirytowany gdy system znowu nie działa, bo to jest po prostu nie do przyjęcia. Trudno mi to zignorować.",anger,0,val
"Wieczorem mam dość po bezsensownej uwadze, a przez to to jest po prostu nie do przyjęcia.",anger,0,val
"Szczerze mówiąc ostatnio naprawdę jest mi bardzo ciężko kiedy wszystko się sypie, bo nie widzę dziś nic dobrego.",sadness,4,train
"Wieczorem naprawdę jest mi lekko, gdy dostałam dobrą wiadomość, dlatego dzisiaj świat wygląda lepiej. Mam to w głowie przez cały dzień.",joy,3,test
"Dziś w tej sytuacji jestem spięty przed wystąpieniem publicznym i czuję, że coś złego może się stać. To mocno wpływa na mój nastrój.",fear,2,train
W tej chwili ostatnio jestem zniesmaczona po wejściu do brudnej łazienki i nie mogę na to patrzeć.,disgust,1,train
"Wieczorem czuję strach przed wystąpieniem publicznym, a przez to czuję, że coś złego może się stać.",fear,2,train
Teraz dziś mam silny niesmak po przeczytaniu tych obrzydliwych komentarzy i to jest odpychające. Nie mogę przestać o tym myśleć.,disgust,1,train
"Od rana szczerze jestem przygnębiona, gdy nikt nie odpisuje, dlatego jest mi ciężko ruszyć dalej. Nosi mnie po tej sytuacji.",sadness,4,train
"W domu mam obniżony nastrój gdy pada deszcz i siedzę sam, a przez to wszystko wydaje się szare. To było dziś dla mnie bardzo wyraźne.",sadness,4,train
"Wieczorem to mnie obrzydza na myśl o tym zachowaniu, a przez to sam zapach mnie odrzuca.",disgust,1,train
"Dziś jestem zaskoczona po tym, co dziś usłyszałem, a przez to tego się nie spodziewałem.",surprise,5,val
"Dziś mam lęk gdy słyszę dziwne dźwięki w nocy, a przez to czuję, że coś złego może się stać.",fear,2,train
"Wieczorem niesamowicie jestem zirytowana, gdy ktoś zrzuca na mnie winę, dlatego tracę cierpliwość.",anger,0,train
"Szczerze mówiąc jestem zniesmaczona kiedy czuję ten zapach, a przez to sam zapach mnie odrzuca. To siedzi we mnie od kilku godzin.",disgust,1,val
Na uczelni trochę jestem zniesmaczony po zobaczeniu brudu w kuchni. Mam ciarki na plecach.,disgust,1,train
"Od rana niesamowicie czuję złość, przez ten bałagan, dlatego czuję napięcie w całym ciele.",anger,0,val
"W domu ale niespodzianka po tej wiadomości, a przez to wciąż próbuję to zrozumieć.",surprise,5,train
"Dziś szczerze wyjątkowo aż mnie trzęsie gdy ktoś mnie ignoruje, i zaraz wybuchnę.",anger,0,val
Po południu bardzo czuję złość po niesprawiedliwej ocenie. Czuję napięcie w całym ciele.,anger,0,val
"Dziś jestem przygnębiony po złej wiadomości, a przez to nie mam na nic siły. Zostało to ze mną na długo.",sadness,4,train
Wieczorem trochę jestem zniesmaczony gdy ktoś mlaska przy stole. Nie mogę na to patrzeć.,disgust,1,train
Szczerze mówiąc ostatnio czuję pustkę po rozstaniu i trudno mi się skupić.,sadness,4,train
W pracy szczerze mam dość po kolejnym spóźnieniu prowadzącego i zaraz wybuchnę. To mocno wpływa na mój nastrój.,anger,0,train
"W pracy głęboko jestem przygnębiony, po stracie ważnej okazji, dlatego nie mam na nic siły. Ta sytuacja nadal we mnie pracuje.",sadness,4,train
"Teraz czuję radość po udanym projekcie, a przez to wszystko wydaje się prostsze. Ta sytuacja nadal we mnie pracuje.",joy,3,train
Po południu jestem przygnębiony po trudnym dniu na uczelni. Nie widzę dziś nic dobrego.,sadness,4,train
Szczerze mówiąc ostatnio naprawdę jestem wściekła gdy ktoś zrzuca na mnie winę; to przekracza wszelkie granice. Wciąż do tego wracam myślami.,anger,0,train
Po południu szczerze trochę czuję pustkę po stracie ważnej okazji; mam ochotę zniknąć na chwilę. To mocno wpływa na mój nastrój.,sadness,4,test
"W tej chwili wyjątkowo jestem zirytowany, przez ten bałagan, dlatego nie mogę tego spokojnie słuchać.",anger,0,train
W domu wyjątkowo jestem wściekły przez ten bałagan. Nie mogę tego spokojnie słuchać. Trudno mi to zignorować.,anger,0,train
W domu jestem wściekła gdy ktoś zrzuca na mnie winę. Nie mogę tego spokojnie słuchać.,anger,0,test
Szczerze mówiąc w tej sytuacji wyjątkowo jestem przygnębiona gdy nikt nie odpisuje; jest mi ciężko ruszyć dalej. Mam to w głowie przez cały dzień.,sadness,4,train
"W tej chwili dziś autentycznie jestem zachwycony po komplementach od bliskich, ponieważ mam energię do działania. Wciąż do tego wracam myślami.",joy,3,train
Po południu szczerze jest mi lekko po długim weekendzie i dzisiaj świat wygląda lepiej. Nie mogę przestać o tym myśleć.,joy,3,train
Na uczelni jestem szczęśliwy gdy dostałem dobrą wiadomość. To był piękny dzień.,joy,3,train
"W domu mam świetny nastrój kiedy wszystko dziś działa, a przez to ten moment jest cudowny. Ta sytuacja nadal we mnie pracuje.",joy,3,train
Po południu ostatnio gotuję się w środku gdy ktoś zrzuca na mnie winę i tracę cierpliwość.,anger,0,train
W domu jestem zniesmaczona kiedy czuję ten zapach. Sam zapach mnie odrzuca.,disgust,1,train
Na uczelni mam silny niesmak gdy widzę robaki w piwnicy. To jest odpychające.,disgust,1,train
"W tej chwili aż mnie trzęsie gdy system znowu nie działa, a przez to czuję napięcie w całym ciele. To było dziś dla mnie bardzo wyraźne.",anger,0,train
W domu dziś strasznie jestem zdumiona gdy zobaczyłam prezent; to wywróciło mój plan dnia. To było dziś dla mnie bardzo wyraźne.,surprise,5,train
"Po południu szczerze coraz bardziej boję się przed odrzuceniem, bo czuję, że coś złego może się stać. Nosi mnie po tej sytuacji.",fear,2,val
W pracy szczerze cieszę się po długim weekendzie; ten moment jest cudowny. Wciąż do tego wracam myślami.,joy,3,val
Wieczorem ja mam obniżony nastrój po trudnym dniu na uczelni; mam ochotę zniknąć na chwilę. Wciąż do tego wracam myślami.,sadness,4,train
Na uczelni w tej sytuacji czuję złość przez niekompetencję zespołu i to przekracza wszelkie granice.,anger,0,train
Teraz ostatnio jestem zirytowana gdy ktoś zrzuca na mnie winę i czuję napięcie w całym ciele. To mocno wpływa na mój nastrój.,anger,0,test
W pracy bardzo mam odruch cofania na myśl o tym zachowaniu. Nie mogę na to patrzeć. Trudno mi to zignorować.,disgust,1,train
"Wieczorem ja trochę jestem zdumiony po tym, co dziś usłyszałam; mam szeroko otwarte oczy. Ta sytuacja nadal we mnie pracuje.",surprise,5,train
"Szczerze mówiąc bardzo gotuję się w środku, gdy ktoś zrzuca na mnie winę, dlatego to przekracza wszelkie granice. Trudno mi to zignorować.",anger,0,train
"Dziś naprawdę jestem przerażony, przed wystąpieniem publicznym, dlatego czuję, że coś złego może się stać. Zostało to ze mną na długo.",fear,2,val
Po południu dziś strasznie czuję pustkę gdy pada deszcz i siedzę sam; nie mam na nic siły.,sadness,4,test
Od rana ostatnio mam odruch cofania po zobaczeniu brudu w kuchni i sam zapach mnie odrzuca. To mocno wpływa na mój nastrój.,disgust,1,train
W domu szczerze bardzo jestem wściekły po niesprawiedliwej ocenie; czuję napięcie w całym ciele.,anger,0,train
Szczerze mówiąc ostatnio to było nieoczekiwane gdy zobaczyłem prezent i to wywróciło mój plan dnia. Ta sytuacja nadal we mnie pracuje.,surprise,5,test
"W domu bardzo mam odruch cofania, gdy widzę robaki w piwnicy, dlatego sam zapach mnie odrzuca. Wciąż do tego wracam myślami.",disgust,1,test
"Szczerze mówiąc jestem przygnębiony po rozstaniu, a przez to mam ochotę zniknąć na chwilę. Mam to w głowie przez cały dzień.",sadness,4,train
"Teraz jestem spięty przed ważną rozmową, a przez to nie umiem przestać się martwić.",fear,2,test
Dziś strasznie jestem spięty przed wystąpieniem publicznym. Mam napięte mięśnie.,fear,2,train
"Dziś gotuję się w środku gdy ktoś zrzuca na mnie winę, a przez to mam ochotę powiedzieć kilka mocnych słów. Nie mogę przestać o tym myśleć.",anger,0,train
Po południu dziś jest mi niedobrze po wejściu do brudnej łazienki i chcę natychmiast wyjść. Ta sytuacja nadal we mnie pracuje.,disgust,1,val
"Dziś gotuję się w środku po kolejnym spóźnieniu prowadzącego, a przez to nie mogę tego spokojnie słuchać. Zostało to ze mną na długo.",anger,0,train
Dziś szczerze jestem zniesmaczony po przeczytaniu tych obrzydliwych komentarzy i sam zapach mnie odrzuca. Mam to w głowie przez cały dzień.,disgust,1,test
"Wieczorem po tym wszystkim wyjątkowo jestem przygnębiona gdy pada deszcz i siedzę sam, i ten dzień mnie przytłacza. Wciąż do tego wracam myślami.",sadness,4,train
"Od rana po tym wszystkim dziwnie jestem przygnębiona po odrzuceniu mojego projektu, ponieważ jest mi ciężko ruszyć dalej.",sadness,4,val
W domu trochę boję się przed odrzuceniem. Trudno mi oddychać spokojnie. Wciąż do tego wracam myślami.,fear,2,train
"W pracy wyjątkowo jestem zniesmaczony, na widok spleśniałego chleba, dlatego chcę natychmiast wyjść.",disgust,1,train
Dziś naprawdę jestem przygnębiona po złej wiadomości. Chciałbym tylko odpocząć. Trudno mi to zignorować.,sadness,4,val
"Na uczelni szczerze to było nieoczekiwane po tym, co dziś usłyszałam; to wywróciło mój plan dnia. Wciąż do tego wracam myślami.",surprise,5,train
Szczerze mówiąc ja mam odruch cofania po zobaczeniu brudu w kuchni i muszę odwrócić wzrok.,disgust,1,train
"Teraz bardzo jest mi niedobrze, po wejściu do brudnej łazienki, dlatego chcę natychmiast wyjść.",disgust,1,train
Szczerze mówiąc w tej sytuacji naprawdę jestem zniesmaczona na widok zepsutego jedzenia; sam zapach mnie odrzuca.,disgust,1,train
Na uczelni dziś gotuję się w środku po bezsensownej uwadze i nie mogę tego spokojnie słuchać.,anger,0,train
Po południu gotuję się w środku przez ten bałagan. To jest po prostu nie do przyjęcia. Ta sytuacja nadal we mnie pracuje.,anger,0,train
W pracy bardzo mam lęk przed wynikami badań. Nie umiem przestać się martwić.,fear,2,train
"Od rana ostatnio coraz bardziej gotuję się w środku po kolejnym spóźnieniu prowadzącego, bo mam ochotę powiedzieć kilka mocnych słów.",anger,0,train
"W tej chwili naprawdę mam dość, po bezsensownej uwadze, dlatego zaraz wybuchnę. To mocno wpływa na mój nastrój.",anger,0,val
"W tej chwili ogarnia mnie niepokój przed rozmową kwalifikacyjną, a przez to mam napięte mięśnie. To siedzi we mnie od kilku godzin.",fear,2,val
Wieczorem strasznie aż mnie trzęsie przez ten bałagan. Tracę cierpliwość. Mam to w głowie przez cały dzień.,anger,0,val
Od rana trochę jestem zniesmaczona gdy ktoś mlaska przy stole. Nie mogę na to patrzeć.,disgust,1,test
"Szczerze mówiąc szczerze szczerze jestem zdumiony po tym, co dziś usłyszałam, ponieważ aż zaniemówiłem. Ta sytuacja nadal we mnie pracuje.",surprise,5,test
Dziś wyjątkowo jestem zirytowana przez tę absurdalną decyzję. Mam ochotę powiedzieć kilka mocnych słów. To siedzi we mnie od kilku godzin.,anger,0,train
"Teraz strasznie jestem zirytowany, przez niekompetencję zespołu, dlatego mam ochotę powiedzieć kilka mocnych słów. Trudno mi to zignorować.",anger,0,train
"Szczerze mówiąc jestem wściekła po niesprawiedliwej ocenie, a przez to czuję napięcie w całym ciele.",anger,0,test
"Na uczelni mam silny niesmak po wejściu do brudnej łazienki, a przez to nie mogę na to patrzeć.",disgust,1,train
"Od rana kompletnie nie mogę uwierzyć, po tym, co dziś usłyszałem, dlatego aż zaniemówiłem. To było dziś dla mnie bardzo wyraźne.",surprise,5,test
"Teraz wyjątkowo jestem zaskoczona po tym, co dziś usłyszałem. Muszę to przemyśleć. To mocno wpływa na mój nastrój.",surprise,5,train
"Dziś trochę jestem przerażona, przed rozmową kwalifikacyjną, dlatego mam napięte mięśnie.",fear,2,train
Na uczelni czuję pustkę gdy nikt nie odpisuje. Nie widzę dziś nic dobrego.,sadness,4,train
"W pracy dziś dziwnie mam lęk przed ważną rozmową, gdy ciągle myślę o najgorszym. To mocno wpływa na mój nastrój.",fear,2,train
W domu ostatnio jestem wściekła przez tę absurdalną decyzję i zaraz wybuchnę.,anger,0,test
W pracy ale niespodzianka po tej propozycji. To całkowicie zmienia sytuację. Zostało to ze mną na długo.,surprise,5,train
W pracy szczerze naprawdę jestem wściekły gdy ktoś mnie ignoruje; mam ochotę powiedzieć kilka mocnych słów. To było dziś dla mnie bardzo wyraźne.,anger,0,train
Szczerze mówiąc wyjątkowo jest mi lekko gdy dostałam dobrą wiadomość. To był piękny dzień.,joy,3,train
"W domu autentycznie jestem zdumiony, gdy zobaczyłem prezent, dlatego to całkowicie zmienia sytuację.",surprise,5,train
"Teraz bardzo cieszę się, po spacerze nad rzeką, dlatego wszystko wydaje się prostsze.",joy,3,train
"W pracy jestem szczęśliwy po rozmowie z przyjacielem, a przez to czuję wdzięczność i spokój.",joy,3,val
Szczerze mówiąc ostatnio strasznie mam odruch cofania na widok zepsutego jedzenia; sam zapach mnie odrzuca. Zostało to ze mną na długo.,disgust,1,train
Po południu dziś ale niespodzianka kiedy drzwi nagle się otworzyły; to całkowicie zmienia sytuację. Ta sytuacja nadal we mnie pracuje.,surprise,5,train
"Na uczelni jestem zły przez tę absurdalną decyzję, a przez to czuję napięcie w całym ciele. To było dziś dla mnie bardzo wyraźne.",anger,0,train
"Na uczelni jestem przerażony gdy myślę o przyszłości, a przez to nie mogę się rozluźnić.",fear,2,val
"Od rana niesamowicie mam dość, przez niekompetencję zespołu, dlatego nie mogę tego spokojnie słuchać. Mam to w głowie przez cały dzień.",anger,0,train
"Dziś w tej sytuacji dziwnie mam obniżony nastrój po rozstaniu, bo nie mam na nic siły. To siedzi we mnie od kilku godzin.",sadness,4,val
"W tej chwili bardzo jestem zdumiona, po nagłym telefonie, dlatego tego się nie spodziewałem. Ta sytuacja nadal we mnie pracuje.",surprise,5,val
"Od rana szczerze ale niespodzianka po tym, co dziś usłyszałam i muszę to przemyśleć.",surprise,5,train
"Szczerze mówiąc naprawdę jestem zniesmaczona, gdy ktoś mlaska przy stole, dlatego sam zapach mnie odrzuca.",disgust,1,train
Wieczorem dziś naprawdę cieszę się kiedy świeci słońce; aż chce się żyć. To mocno wpływa na mój nastrój.,joy,3,train
Po południu strasznie jestem zaskoczony gdy zobaczyłem prezent. Muszę to przemyśleć. Nie mogę przestać o tym myśleć.,surprise,5,test
W pracy gotuję się w środku po kolejnym spóźnieniu prowadzącego. Nie mogę tego spokojnie słuchać.,anger,0,train
Szczerze mówiąc bardzo ale niespodzianka gdy zobaczyłem prezent. Mam szeroko otwarte oczy. To mocno wpływa na mój nastrój.,surprise,5,train
"W pracy wyraźnie jestem przerażona, przed ważną rozmową, dlatego serce bije mi szybciej. Wciąż do tego wracam myślami.",fear,2,train
"W pracy ostatnio szczerze cieszę się po spotkaniu z rodziną, gdy to był piękny dzień.",joy,3,train
W pracy szczerze bardzo cieszę się po miłym telefonie; ten moment jest cudowny. Nosi mnie po tej sytuacji.,joy,3,train
Szczerze mówiąc w tej sytuacji wyjątkowo jestem zniesmaczona po przeczytaniu tych obrzydliwych komentarzy; nie mogę na to patrzeć.,disgust,1,train
"W pracy w tej sytuacji strasznie mam silny niesmak po wejściu do brudnej łazienki, ponieważ to jest odpychające. Wciąż do tego wracam myślami.",disgust,1,test
Na uczelni trochę jestem przerażona gdy słyszę dziwne dźwięki w nocy. Mam napięte mięśnie.,fear,2,train
"W pracy bardzo cieszę się, gdy dostałam dobrą wiadomość, dlatego mam energię do działania.",joy,3,test
W domu ostatnio jestem przerażony przed wystąpieniem publicznym i ciągle myślę o najgorszym. Zostało to ze mną na długo.,fear,2,train
Na uczelni naprawdę czuję wstręt na widok zepsutego jedzenia. Aż odechciewa mi się jeść.,disgust,1,train
Po południu ja jestem zirytowany gdy system znowu nie działa i zaraz wybuchnę.,anger,0,train
"Dziś mam obniżony nastrój po stracie ważnej okazji, a przez to ten dzień mnie przytłacza. Mam to w głowie przez cały dzień.",sadness,4,train
"Teraz szczerze to było nieoczekiwane, po tej propozycji, dlatego to całkowicie zmienia sytuację. Mam to w głowie przez cały dzień.",surprise,5,train
Dziś dziś jest mi bardzo ciężko gdy pada deszcz i siedzę sam i nie mam na nic siły. Zostało to ze mną na długo.,sadness,4,val
Na uczelni trochę jestem spięty gdy słyszę dziwne dźwięki w nocy. Serce bije mi szybciej.,fear,2,train
W domu naprawdę jest mi lekko kiedy świeci słońce. Czuję wdzięczność i spokój. Zostało to ze mną na długo.,joy,3,train
"W pracy to mnie obrzydza na widok spleśniałego chleba, a przez to mam ciarki na plecach. To siedzi we mnie od kilku godzin.",disgust,1,train
"Szczerze mówiąc jestem wściekły po bezsensownej uwadze, a przez to zaraz wybuchnę.",anger,0,test
Na uczelni naprawdę jestem zdumiony po nagłym telefonie. Wciąż próbuję to zrozumieć. Wciąż do tego wracam myślami.,surprise,5,train
Dziś szczerze jestem zniesmaczony na myśl o tym zachowaniu i chcę natychmiast wyjść. Trudno mi to zignorować.,disgust,1,train
W pracy strasznie jestem zniesmaczona po zobaczeniu brudu w kuchni. To jest odpychające.,disgust,1,train
"Wieczorem po tym wszystkim niesamowicie jestem zirytowana po niesprawiedliwej ocenie, ponieważ czuję napięcie w całym ciele.",anger,0,train
Po południu strasznie mam odruch cofania po wejściu do brudnej łazienki. Chcę natychmiast wyjść. To siedzi we mnie od kilku godzin.,disgust,1,train
"Po południu szczerze mam ciężkie serce, po nieudanym egzaminie, dlatego nie mam na nic siły.",sadness,4,val
Na uczelni bardzo jest mi niedobrze na widok spleśniałego chleba. Nie mogę na to patrzeć.,disgust,1,val
"W tej chwili autentycznie jest mi lekko, po udanym projekcie, dlatego dzisiaj świat wygląda lepiej.",joy,3,train
W tej chwili cieszę się kiedy wszystko dziś działa. Mam ochotę świętować.,joy,3,train
Szczerze mówiąc dziś jestem zniesmaczony na myśl o tym zachowaniu i nie mogę na to patrzeć. Zostało to ze mną na długo.,disgust,1,train
"W tej chwili bardzo jestem zdumiona, po tej wiadomości, dlatego to wywróciło mój plan dnia.",surprise,5,val
"W tej chwili jestem zniesmaczony kiedy czuję ten zapach, a przez to to jest odpychające.",disgust,1,test
W domu wyjątkowo czuję smutek po kłótni z bliską osobą. Ten dzień mnie przytłacza.,sadness,4,train
W tej chwili ostatnio naprawdę jestem wściekły gdy ktoś zrzuca na mnie winę; to jest po prostu nie do przyjęcia.,anger,0,train
Na uczelni ostatnio naprawdę to mnie obrzydza po przeczytaniu tych obrzydliwych komentarzy; mam ciarki na plecach. Mam to w głowie przez cały dzień.,disgust,1,val
W tej chwili naprawdę jestem szczęśliwa po spotkaniu z rodziną. Czuję wdzięczność i spokój.,joy,3,train
"Na uczelni jestem zniesmaczony po przeczytaniu tych obrzydliwych komentarzy, a przez to mam ciarki na plecach. Nie mogę przestać o tym myśleć.",disgust,1,train
Od rana ostatnio jestem zaskoczona po tej wiadomości i aż zaniemówiłem. Ta sytuacja nadal we mnie pracuje.,surprise,5,train
W tej chwili szczerze jest mi smutno po rozstaniu i trudno mi się skupić. Wciąż do tego wracam myślami.,sadness,4,val
Na uczelni w tej sytuacji jestem zirytowany po niesprawiedliwej ocenie i mam ochotę powiedzieć kilka mocnych słów.,anger,0,train
"Teraz szczerze niesamowicie jestem zniesmaczony po wejściu do brudnej łazienki, gdy mam ciarki na plecach. Wciąż do tego wracam myślami.",disgust,1,train
"Na uczelni czuję złość gdy ktoś mnie ignoruje, a przez to to przekracza wszelkie granice.",anger,0,train
"Wieczorem jest mi smutno po nieudanym egzaminie, a przez to jest mi ciężko ruszyć dalej. Trudno mi to zignorować.",sadness,4,train
"W tej chwili jestem spięty kiedy nie mam kontroli nad tym, co się dzieje. Czuję, że coś złego może się stać.",fear,2,train
"Dziś ostatnio trochę jestem przerażony gdy myślę o przyszłości, i mam napięte mięśnie. Nie mogę przestać o tym myśleć.",fear,2,train
"W domu autentycznie jest mi lekko, po spotkaniu z rodziną, dlatego aż chce się żyć. Mam to w głowie przez cały dzień.",joy,3,train
Szczerze mówiąc bardzo jestem przygnębiona kiedy wszystko się sypie. Trudno mi się skupić.,sadness,4,test
Szczerze mówiąc naprawdę jestem szczęśliwy kiedy świeci słońce. Mam ochotę świętować.,joy,3,train
"Na uczelni po tym wszystkim naprawdę jestem przygnębiony po rozstaniu, a przez to jest mi ciężko ruszyć dalej.",sadness,4,train
W domu wyjątkowo jest mi niedobrze gdy ktoś mlaska przy stole. Chcę natychmiast wyjść. Trudno mi to zignorować.,disgust,1,train
"Teraz naprawdę jestem szczęśliwy, po zdanym egzaminie, dlatego mam energię do działania.",joy,3,train
"Po południu totalnie to było nieoczekiwane, gdy zobaczyłem prezent, dlatego mam szeroko otwarte oczy. Mam to w głowie przez cały dzień.",surprise,5,train
Na uczelni szczerze nie mogę uwierzyć gdy zobaczyłam prezent; wciąż próbuję to zrozumieć. Mam to w głowie przez cały dzień.,surprise,5,test
W domu trochę mam silny niesmak na myśl o tym zachowaniu. Aż odechciewa mi się jeść. Trudno mi to zignorować.,disgust,1,train
"Szczerze mówiąc jestem szczęśliwy po miłym telefonie, a przez to to był piękny dzień.",joy,3,train
Wieczorem po tym wszystkim naprawdę jestem wściekła gdy ktoś zrzuca na mnie winę; zaraz wybuchnę.,anger,0,test
Szczerze mówiąc ale niespodzianka po nagłym telefonie. Mam szeroko otwarte oczy. Zostało to ze mną na długo.,surprise,5,train
"Dziś strasznie mam silny niesmak, gdy ktoś mlaska przy stole, dlatego muszę odwrócić wzrok.",disgust,1,train
"Szczerze mówiąc dziś bardzo mam odruch cofania na widok zepsutego jedzenia, a przez to chcę natychmiast wyjść.",disgust,1,train
Na uczelni po tym wszystkim mam odruch cofania gdy widzę robaki w piwnicy i sam zapach mnie odrzuca.,disgust,1,val
Po południu naprawdę jestem zachwycony kiedy świeci słońce. Aż chce się żyć.,joy,3,train
"W pracy wyjątkowo gotuję się w środku, po kolejnym spóźnieniu prowadzącego, dlatego to jest po prostu nie do przyjęcia.",anger,0,train
Od rana strasznie gotuję się w środku gdy ktoś zrzuca na mnie winę. Czuję napięcie w całym ciele.,anger,0,train
"Od rana szczerze naprawdę to było nieoczekiwane po tym, co dziś usłyszałem; wciąż próbuję to zrozumieć.",surprise,5,train
"Dziś czuję radość po udanym projekcie, a przez to aż chce się żyć.",joy,3,test
"Po południu ostatnio dziwnie jestem przygnębiony gdy czuję się samotnie, kiedy jest mi ciężko ruszyć dalej. Trudno mi to zignorować.",sadness,4,train
